Segment start id, Segment end id
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
1425341258, 1425341253
