Segment start id, Segment end id
65449471, 65500560
65449471, 65500560
65449471, 65500560
65449471, 65500560
65449471, 65500560
65449471, 65500560
65500560, 65462155
65500560, 65462155
65500560, 65462155
65500560, 65462155
65500560, 65462155
65500560, 65462155
65500560, 65462155
65500560, 65462155
65500560, 65462155
65500560, 65462155
65500560, 65462155
65500560, 65462155
65500560, 65462155
65500560, 65462155
65462155, 1044486191
65462155, 1044486191
65462155, 1044486191
65462155, 1044486191
65462155, 1044486191
1044486191, 1432376604
1044486191, 1432376604
1044486191, 1432376604
1044486191, 1432376604
1044486191, 1432376604
1044486191, 1432376604
1044486191, 1432376604
1044486191, 1432376604
1044486191, 1432376604
1044486191, 1432376604
1044486191, 1432376604
1044486191, 1432376604
1432376604, 65500561
65500561, 1432376603
65500561, 1432376603
65500561, 1432376603
65500561, 1432376603
1432376603, 65434115
1432376603, 65434115
1432376603, 65434115
1432376603, 65434115
1432376603, 65434115
1432376603, 65434115
1432376603, 65434115
1432376603, 65434115
1432376603, 65434115
1432376603, 65434115
1432376603, 65434115
1432376603, 65434115
1432376603, 65434115
1432376603, 65434115
1432376603, 65434115
1432376603, 65434115
1432376603, 65434115
1432376603, 65434115
1432376603, 65434115
65434115, 1433148246
65434115, 1433148246
65434115, 1433148246
65434115, 1433148246
65434115, 1433148246
65434115, 1433148246
65434115, 1433148246
65434115, 1433148246
65434115, 1433148246
65434115, 1433148246
65434115, 1433148246
65434115, 1433148246
65434115, 1433148246
65434115, 1433148246
65434115, 1433148246
65434115, 1433148246
65434115, 1433148246
65434115, 1433148246
65434115, 1433148246
65434115, 1433148246
65434115, 1433148246
65434115, 1433148246
65434115, 1433148246
65434115, 1433148246
65434115, 1433148246
65434115, 1433148246
1433148246, 301049412
1433148246, 301049412
1433148246, 301049412
1758102641, 1758102634
1758102641, 1758102634
1758102641, 1758102634
1758102634, 1758102632
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102633, 1758102646
1758102646, 1758102654
1758102646, 1758102654
1758102646, 1758102654
1758102646, 1758102654
1758102646, 1758102654
1758102646, 1758102654
1758102646, 1758102654
1758102646, 1758102654
1758102654, 1758102624
1758102624, 1758102639
1758102624, 1758102639
1758102624, 1758102639
1758102639, 1758102653
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
1758102653, 301049388
